date,year,quarter,month,month_name,day,day_of_week,day_of_week_num,is_weekend,year_month
2024-03-26,2024,Q1,3,March,26,Tuesday,2,0,2024-03
2024-03-27,2024,Q1,3,March,27,Wednesday,3,0,2024-03
2024-03-28,2024,Q1,3,March,28,Thursday,4,0,2024-03
2024-03-29,2024,Q1,3,March,29,Friday,5,0,2024-03
2024-03-30,2024,Q1,3,March,30,Saturday,6,1,2024-03
2024-03-31,2024,Q1,3,March,31,Sunday,7,1,2024-03
2024-04-01,2024,Q2,4,April,1,Monday,1,0,2024-04
2024-04-02,2024,Q2,4,April,2,Tuesday,2,0,2024-04
2024-04-03,2024,Q2,4,April,3,Wednesday,3,0,2024-04
2024-04-04,2024,Q2,4,April,4,Thursday,4,0,2024-04
2024-04-05,2024,Q2,4,April,5,Friday,5,0,2024-04
2024-04-06,2024,Q2,4,April,6,Saturday,6,1,2024-04
2024-04-07,2024,Q2,4,April,7,Sunday,7,1,2024-04
2024-04-08,2024,Q2,4,April,8,Monday,1,0,2024-04
2024-04-09,2024,Q2,4,April,9,Tuesday,2,0,2024-04
2024-04-10,2024,Q2,4,April,10,Wednesday,3,0,2024-04
2024-04-11,2024,Q2,4,April,11,Thursday,4,0,2024-04
2024-04-12,2024,Q2,4,April,12,Friday,5,0,2024-04
2024-04-13,2024,Q2,4,April,13,Saturday,6,1,2024-04
2024-04-14,2024,Q2,4,April,14,Sunday,7,1,2024-04
2024-04-15,2024,Q2,4,April,15,Monday,1,0,2024-04
2024-04-16,2024,Q2,4,April,16,Tuesday,2,0,2024-04
2024-04-17,2024,Q2,4,April,17,Wednesday,3,0,2024-04
2024-04-18,2024,Q2,4,April,18,Thursday,4,0,2024-04
2024-04-19,2024,Q2,4,April,19,Friday,5,0,2024-04
2024-04-20,2024,Q2,4,April,20,Saturday,6,1,2024-04
2024-04-21,2024,Q2,4,April,21,Sunday,7,1,2024-04
2024-04-22,2024,Q2,4,April,22,Monday,1,0,2024-04
2024-04-23,2024,Q2,4,April,23,Tuesday,2,0,2024-04
2024-04-24,2024,Q2,4,April,24,Wednesday,3,0,2024-04
2024-04-25,2024,Q2,4,April,25,Thursday,4,0,2024-04
2024-04-26,2024,Q2,4,April,26,Friday,5,0,2024-04
2024-04-27,2024,Q2,4,April,27,Saturday,6,1,2024-04
2024-04-28,2024,Q2,4,April,28,Sunday,7,1,2024-04
2024-04-29,2024,Q2,4,April,29,Monday,1,0,2024-04
2024-04-30,2024,Q2,4,April,30,Tuesday,2,0,2024-04
2024-05-01,2024,Q2,5,May,1,Wednesday,3,0,2024-05
2024-05-02,2024,Q2,5,May,2,Thursday,4,0,2024-05
2024-05-03,2024,Q2,5,May,3,Friday,5,0,2024-05
2024-05-04,2024,Q2,5,May,4,Saturday,6,1,2024-05
2024-05-05,2024,Q2,5,May,5,Sunday,7,1,2024-05
2024-05-06,2024,Q2,5,May,6,Monday,1,0,2024-05
2024-05-07,2024,Q2,5,May,7,Tuesday,2,0,2024-05
2024-05-08,2024,Q2,5,May,8,Wednesday,3,0,2024-05
2024-05-09,2024,Q2,5,May,9,Thursday,4,0,2024-05
2024-05-10,2024,Q2,5,May,10,Friday,5,0,2024-05
2024-05-11,2024,Q2,5,May,11,Saturday,6,1,2024-05
2024-05-12,2024,Q2,5,May,12,Sunday,7,1,2024-05
2024-05-13,2024,Q2,5,May,13,Monday,1,0,2024-05
2024-05-14,2024,Q2,5,May,14,Tuesday,2,0,2024-05
2024-05-15,2024,Q2,5,May,15,Wednesday,3,0,2024-05
2024-05-16,2024,Q2,5,May,16,Thursday,4,0,2024-05
2024-05-17,2024,Q2,5,May,17,Friday,5,0,2024-05
2024-05-18,2024,Q2,5,May,18,Saturday,6,1,2024-05
2024-05-19,2024,Q2,5,May,19,Sunday,7,1,2024-05
2024-05-20,2024,Q2,5,May,20,Monday,1,0,2024-05
2024-05-21,2024,Q2,5,May,21,Tuesday,2,0,2024-05
2024-05-22,2024,Q2,5,May,22,Wednesday,3,0,2024-05
2024-05-23,2024,Q2,5,May,23,Thursday,4,0,2024-05
2024-05-24,2024,Q2,5,May,24,Friday,5,0,2024-05
2024-05-25,2024,Q2,5,May,25,Saturday,6,1,2024-05
2024-05-26,2024,Q2,5,May,26,Sunday,7,1,2024-05
2024-05-27,2024,Q2,5,May,27,Monday,1,0,2024-05
